"","Bacillus","Klebsiella","Erysipelotrichaceae_incertae_sedis","Varibaculum","Ureibacillus","Eubacterium","Acidovorax","Porphyromonadaceae_unclassified","Parvimonas","Clostridium_IV","Lactobacillales_unclassified","Haemophilus","Firmicutes_unclassified","Peptostreptococcus","Bifidobacterium","Burkholderiales_unclassified","Lactobacillaceae_unclassified","Methylobacteriaceae_unclassified","Rothia","Coriobacteriaceae_unclassified","Lysinibacillus","Faecalibacterium","Gemmiger","Sphingomonadaceae_unclassified","Brachyspira","Clostridia_unclassified","Actinomycetales_unclassified","Collinsella","Flavonifractor","Bifidobacteriaceae_unclassified","Slackia","Bacillales_unclassified","Butyricimonas","Peptoniphilus","Aneurinibacillus","Lactobacillus","Streptococcaceae_unclassified","Pelomonas","Anaerococcus","Leuconostoc","Methylocystis","Spirochaetaceae_unclassified","Bacillaceae_2_unclassified","Turicibacter","Clostridium_XlVa","Paenibacillus","Treponema","Brevibacillus","Atopobium","Clostridium_XlVb","Veillonella","Succinivibrio","Ruminococcaceae_unclassified","Mitsuokella","Microbacteriaceae_unclassified","Sutterella","Clostridium_XVIII","Escherichia_Shigella","Sarcina","Eggerthella","Cetobacterium","Lachnospiracea_incertae_sedis","Burkholderiales_incertae_sedis_unclassified","Fusobacteriaceae_unclassified","Clostridium_sensu_stricto","Akkermansia","Roseburia","Prevotellaceae_unclassified","Barnesiella","Megasphaera","Weissella","Dorea","Mogibacterium","Actinobacteria_unclassified","Enterococcaceae_unclassified","Catenibacterium","unknown_unclassified","Ruminococcus","Dialister","Alphaproteobacteria_unclassified","Streptococcus","Bacteroidetes_unclassified","Howardella","Megamonas","Enterobacteriaceae_unclassified","Butyrivibrio","Anaerobacter","Desulfovibrio","Enterococcus","Odoribacter","Campylobacter","Subdoligranulum","Pseudomonas","Cloacibacterium","Lactococcus","Bacteroides","Pseudoflavonifractor","Prevotella","Comamonas","Eubacteriaceae_unclassified","Granulicatella","Peptostreptococcaceae_unclassified","Streptophyta_unclassified","Butyricicoccus","Gemella","Proteobacteria_unclassified","Propionibacteriaceae_unclassified","Blautia","Propionibacterium","Bacteroidales_unclassified","Bacteria_unclassified","Clostridiales_unclassified","Oscillibacter","Comamonadaceae_unclassified","Clostridium_XI","Staphylococcus","Alistipes","TM7_genera_incertae_sedis_unclassified","Veillonellaceae_unclassified","Erysipelotrichaceae_unclassified","Parabacteroides","Actinomyces","Clostridiaceae_1_unclassified","Lachnospiraceae_unclassified","Bacilli_unclassified","Selenomonadales_unclassified","Bacillaceae_1_unclassified","Gammaproteobacteria_unclassified"
"M679",0,0,0,0,0,0,0,0,0,0,5,0,0,0,5349,0,0,0,10,16,0,0,0,0,0,0,6,208,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,16,3,24,1,0,1,0,0,0,131,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,400,0,0,0,0,2,0,0,0,0,0,11,0,3,3,0,0,0
"M680",0,0,0,0,0,0,0,0,0,0,2,0,2,0,5824,0,0,0,1,316,0,0,0,0,0,0,0,39,0,19,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,1,0,0,0,8,0,0,0,6,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"M681",0,1,0,0,0,0,0,0,0,0,3,0,0,0,8554,0,0,0,8,320,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,118,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,57,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,607,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"M682",0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,52,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,22
"M683",0,0,0,2,0,0,0,0,0,0,1,0,0,0,6164,0,0,0,26,2,0,0,0,0,0,0,21,0,0,2,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,1,0,0,0,485,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,434,1,0,0,0,2,0,0,0,0,0,47,0,1,1,0,0,0
"M684",0,0,0,0,0,0,0,0,0,0,2,0,3,0,5561,0,0,0,10,5,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,332,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,654,0,0,0,0,1,0,3,0,0,0,12,0,0,0,0,0,0
"M685",0,0,0,0,0,0,0,0,0,0,899,0,17,0,2631,0,0,0,4,82,0,0,0,0,0,0,7,192,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,162,1,6,0,33,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,6,0,0,84,0,0,0,0,0,0,0,1,0,0,2,0,13,22,0,0,0
"M686",0,2,1,0,2,0,0,0,0,0,3,0,44,0,251,0,9,0,0,63,0,25,2,0,0,0,3,12,0,1,1,24,0,0,0,271,0,0,0,0,2,0,1,27,0,0,0,0,0,0,0,0,725,9,0,0,0,54,3,2,0,1,0,0,0,0,0,3,0,0,0,0,10,19,0,0,0,1,0,0,51,0,0,0,15,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,1,4,36,0,0,0,0,2,0,0,155,14,0,0,34,0,0,0,0,0,0,4,6,849,2,0,0,0
"M687",0,1,0,0,0,0,0,0,0,0,7,0,4,0,8281,0,0,0,3,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,57,2,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,566,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
"M688",0,0,0,0,0,0,0,0,0,0,1,0,0,0,8753,0,0,0,37,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,0,151,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,572,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,3
"M690",0,0,0,0,0,0,0,0,0,0,4,0,5,0,5532,0,0,0,39,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2,0,1,0,0,0,537,0,0,0,1,0,0,0,59,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,4,1,0,0,0,0,419,0,0,0,0,0,0,1,1,0,0,13,0,0,0,0,0,1
"M691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6623,0,0,0,0,33,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,32,0,0,3,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"M692",0,0,0,0,0,0,0,0,0,0,2,0,2,0,5093,0,0,0,0,293,0,0,0,0,0,0,1,5,0,4,1,0,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,56,0,4,0,0,0,0,0,0,0,0,0,1,0,164,1,39,0,0,0,0,0,0,16,0,0,0,0,0,0,0,19,0,0,0,0,0,0,4,0,0,0,17,0,0,0,1,0,0,0,0,0,0,490,1,0,0,0,0,0,1,43,0,0,29,0,10,0,0,0,1
"M695",0,2,0,0,0,0,0,0,0,0,19,0,8,0,23,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1820,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,3618,2,0,1,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,15,27,0,0,0,0,0,0,0,0,0,0,5,0,0,12,0,0,2
"M696",0,4,0,0,0,0,0,0,1,0,12,1,17,1,121,0,0,0,9,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,5,0,5,0,0,0,0,0,0,1686,248,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,3307,0,0,0,15,0,1,0,1,0,13,0,1,0,0,0,0,0,0,0,3,0,0,0,42,30,0,0,0,0,34,4,0,0,1,12,0,0,0,0,0,32,5,33,0,2,0,4
"M697",0,0,0,0,0,0,0,0,0,0,15,0,8,0,468,0,0,0,3,0,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,17,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,2850,0,0,0,1,0,0,0,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,0,36,0,0,8,0,16,0,4,0,0,0,53,0,0,2,0,0,1
"M698",0,0,8,0,0,0,0,0,0,0,0,0,0,0,2289,0,0,0,0,3002,0,2,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,1,0,0,0,0,0,89,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,234,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0
"M7",0,0,68,0,0,0,0,0,1,1,0,0,195,0,0,0,0,0,0,128,0,169,0,0,0,7,0,299,2,0,35,6,0,0,0,0,0,0,0,0,0,3,0,52,0,0,0,0,0,0,0,1,550,0,0,0,0,2,168,3,0,2,0,0,1579,0,0,0,0,0,0,26,0,18,0,20,0,1,363,0,0,2,18,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,1,0,0,0,0,33,0,3,579,144,0,0,1553,0,1,0,7,0,0,4,26,52,0,1,0,0
"M76",0,7,117,0,0,0,0,0,0,0,43,0,51,0,30,0,0,0,0,5,0,23,0,0,0,0,2,17,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,38,0,0,0,10,257,30,0,0,6,0,0,0,0,2,0,0,0,0,197,0,0,0,286,0,0,125,1,2836,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,61,15,0,0,9,0,0,0,1,83,0,1,24,230,4,0,0,2
"M8",0,0,710,0,0,1,0,0,0,1,0,0,50,0,1,0,0,0,3,57,0,117,0,0,0,0,2,23,4,0,17,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,245,0,0,0,2,5,0,15,0,10,0,0,0,2,8,18,0,0,10,728,1,2,0,60,0,9,36,0,4,0,0,0,0,0,1,0,13,0,1,0,0,0,0,1,0,5,0,0,1,1,0,0,0,0,0,1338,0,0,1136,151,0,0,5,0,0,2,0,109,0,5,41,728,0,0,0,0
"M9",0,9,62,0,0,0,0,0,0,0,0,0,69,0,66,1,0,0,0,267,0,143,1,0,0,2,2,79,2,1,28,7,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,2,6188,0,0,0,2,112,20,0,0,7,0,0,0,0,5,23,0,0,0,97,2,9,0,162,0,5,110,0,96,3,5,0,4,0,0,0,0,0,0,2,0,1,0,0,0,5,0,0,0,1,3,1,1,1,1,150,0,1,435,162,0,0,52,0,0,0,4,2,0,4,8,170,0,0,0,0
