"","Otu000001","Otu000002","Otu000003","Otu000004","Otu000005","Otu000006","Otu000007","Otu000008","Otu000009","Otu000010","Otu000011","Otu000012","Otu000013","Otu000014","Otu000015","Otu000016","Otu000017","Otu000018","Otu000019","Otu000020","Otu000021","Otu000022","Otu000023","Otu000024","Otu000026","Otu000027","Otu000028","Otu000029","Otu000030","Otu000031","Otu000032","Otu000033","Otu000035","Otu000036","Otu000037","Otu000038","Otu000039","Otu000040","Otu000042","Otu000044","Otu000045","Otu000046","Otu000047","Otu000049","Otu000050","Otu000051","Otu000052","Otu000058","Otu000060","Otu000061","Otu000062","Otu000063","Otu000064","Otu000065","Otu000066","Otu000068","Otu000070","Otu000074","Otu000075","Otu000077","Otu000080","Otu000081","Otu000082","Otu000084","Otu000086","Otu000087","Otu000088","Otu000092","Otu000094","Otu000095","Otu000097","Otu000098","Otu000102","Otu000103","Otu000107","Otu000112","Otu000113","Otu000114","Otu000115","Otu000117","Otu000118","Otu000119","Otu000122","Otu000125","Otu000126","Otu000132","Otu000133","Otu000138","Otu000140","Otu000142","Otu000143","Otu000145","Otu000146","Otu000150","Otu000152","Otu000160","Otu000162","Otu000164","Otu000166","Otu000168","Otu000176","Otu000177","Otu000179","Otu000181","Otu000190","Otu000203","Otu000216","Otu000218","Otu000235","Otu000238","Otu000250","Otu000322","Otu000057","Otu000105","Otu000264","Otu000281","Otu000310"
"166",5,2295,556,0,2,88,550,0,48,925,2,131,32,1,5,0,0,0,1,4,0,3,144,4,75,3,1908,0,1,2,71,199,64,376,1,0,0,0,19,1,20,0,77,89,5,0,1,0,1,0,0,0,0,1,0,20,0,0,0,0,0,1,0,0,0,63,0,0,0,0,12,12,0,0,179,0,23,10,5,8,0,221,31,2,58,0,95,26,2,0,0,1,9,16,38,6,65,56,8,187,0,36,1,23,0,1,0,4,0,6,0,8,0,2,0,1,0
"167",16,130,617,654,107,319,473,506,49,45,174,201,69,100,10,2,177,19,32,3,2,145,429,737,37,7,3,510,19,2,0,82,15,2,0,0,69,341,4,8,151,5,21,62,7,394,54,4,0,11,13,44,47,36,5,49,45,2,0,28,5,0,10,20,1,1,3,10,0,0,4,45,1,2,1,0,23,0,0,15,0,9,0,0,5,57,11,4,5,2,0,0,0,1,0,4,0,1,0,2,1,1,0,24,1,4,0,6,0,2,5,3,0,0,0,0,0
"168",2653,5,0,22,85,31,2,835,190,1002,820,7,469,1,5,342,0,0,50,10,182,68,1,7,46,23,10,9,0,2,1,1,0,102,658,52,10,0,0,239,1,71,13,1,0,0,0,0,2,28,1,1,8,0,0,58,30,8,6,0,3,9,0,9,0,0,1,6,0,0,0,0,18,1,0,0,28,0,60,4,3,0,0,1,0,0,0,0,0,0,0,16,46,3,29,6,7,7,0,5,7,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0
"169",2648,15,22,104,303,299,27,387,427,907,632,3,259,59,394,115,6,0,0,231,0,21,0,22,525,218,6,0,8,64,0,0,7,12,136,1,6,0,158,30,1,21,3,3,1,0,1,0,19,90,76,0,0,40,11,49,50,28,0,2,3,0,5,23,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,4,4,3,2,3,2,1,0,0,12,0,0,8,24,9,13,0,27,11,0,4,42,0,41,2,0,4,0,0,0,8,3,1,46,0,1,6,9
"170",3157,459,9,599,20,1577,1,1,41,0,2,103,40,1,145,0,77,167,0,10,0,0,0,1,0,4,3,0,0,0,282,0,0,143,0,0,1,0,3,0,48,280,1,102,54,0,0,0,0,23,0,0,14,0,12,0,5,2,1,0,0,0,0,0,0,6,4,0,0,1,4,37,0,0,178,0,30,0,18,12,0,24,2,0,0,0,1,15,12,0,0,6,0,7,0,66,17,19,67,43,24,34,2,4,0,47,0,9,0,0,16,20,0,0,0,0,0
"171",226,575,524,10,214,356,218,121,130,130,337,107,74,86,42,25,667,1581,45,95,435,104,375,53,39,17,0,20,142,183,0,16,114,17,11,38,112,58,6,1,8,19,84,16,6,136,17,11,3,10,9,150,1,25,30,31,17,17,48,95,0,0,0,13,42,0,20,12,48,14,0,5,33,4,7,1,7,12,4,9,35,3,4,2,53,2,1,1,4,2,18,3,6,13,0,1,0,3,0,17,3,0,1,4,0,0,3,0,2,13,3,3,0,1,0,0,0
"172",109,89,102,226,154,72,28,103,118,59,241,83,256,36,3093,81,6,11,349,257,77,12,17,71,49,1072,97,36,3,285,30,36,23,23,1,53,5,8,304,6,1,0,12,7,0,0,5,0,1,32,16,4,12,16,1,1,4,0,5,10,7,117,1,82,7,0,6,81,0,0,0,4,22,0,1,0,3,1,0,0,0,2,4,24,4,2,0,5,0,45,3,6,25,1,0,0,1,0,0,0,0,0,0,0,0,2,10,2,6,24,0,0,23,1,0,0,0
"173",503,20,3,1485,101,12,12,405,112,631,61,14,142,21,781,296,1,0,28,15,5,422,1,13,12,478,132,11,0,700,68,8,4,769,3,12,61,1,390,63,4,247,2,1,7,0,0,0,2,80,0,0,7,0,1,6,0,1,1,9,5,47,0,188,0,33,9,1,0,0,37,0,0,0,62,9,19,2,4,3,6,17,2,0,0,0,0,0,10,0,0,1,0,2,14,0,63,113,0,2,14,0,1,1,8,2,0,1,0,1,0,0,0,0,0,0,0
"174",404,578,302,953,397,439,97,518,452,275,1,84,481,125,163,194,1,39,225,20,54,243,1,16,162,95,13,150,121,188,0,9,130,2,134,40,0,0,6,1,5,1,3,0,0,0,1,0,60,47,43,12,0,20,7,11,12,2,53,6,10,0,0,0,17,0,0,0,1,23,2,0,16,15,0,0,0,0,11,2,8,6,0,0,0,0,0,0,0,5,1,10,14,0,18,3,0,0,0,0,0,3,2,1,0,1,15,0,1,0,0,1,234,0,6,12,0
"175",259,159,530,152,470,582,264,75,208,92,1,90,230,339,62,132,160,278,130,8,26,19,162,15,98,45,17,41,12,134,4,227,174,5,70,61,28,22,1,11,10,21,42,72,44,23,147,4,34,8,21,18,10,48,6,25,28,1,32,63,190,0,0,26,11,0,4,0,47,3,8,14,22,37,2,35,25,13,19,3,17,8,4,5,17,7,0,3,8,2,5,8,5,1,9,7,0,1,3,2,4,2,0,0,2,3,3,0,5,0,0,4,369,1,0,1,0
"176",391,700,285,190,560,285,1301,343,243,160,2,1,81,193,2,322,1,471,0,427,0,87,597,7,164,18,11,253,149,0,17,506,1,108,2,0,0,0,59,1,31,43,43,1,15,0,78,2,58,2,93,0,0,0,9,15,37,118,0,0,80,6,38,0,0,44,0,0,0,0,63,0,23,82,8,193,16,26,0,34,0,5,74,0,1,0,30,11,0,0,1,3,0,7,0,0,10,0,5,6,0,12,3,3,0,21,1,13,16,0,0,0,0,0,0,0,0
"177",222,272,234,7,218,385,67,21,58,140,236,53,70,35,0,222,334,583,77,38,64,22,110,230,122,8,0,28,44,83,0,17,49,1,5,39,19,11,0,51,2,0,75,9,1,41,36,8,5,21,62,54,5,29,12,12,6,6,13,30,25,0,0,13,54,0,9,1,17,13,0,11,24,12,0,19,0,18,0,5,15,7,6,6,18,6,1,0,0,11,5,2,5,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,2,6,4,0,71,0,0,0,0
"178",1852,175,333,82,164,907,211,456,4,423,3,65,507,249,555,0,22,178,386,4,0,0,758,2,0,6,9,1,48,0,31,2,48,122,0,184,0,0,0,0,55,61,63,13,40,0,1,0,0,47,0,3,0,0,0,50,7,3,0,0,0,0,1,10,0,1,0,0,0,100,17,26,39,5,8,3,29,6,0,4,0,17,20,15,0,0,5,3,0,0,18,2,0,21,0,0,0,0,6,2,0,3,4,2,0,2,0,4,0,0,0,3,0,1,0,0,0
"179",639,19,13,515,25,20,12,1553,225,438,1848,12,126,157,26,484,0,0,1,70,99,163,2,107,175,346,2,34,0,16,93,14,1,50,0,107,0,6,74,9,27,189,0,0,1,0,2,0,1,15,98,1,10,8,0,17,1,13,28,0,6,5,0,65,0,95,7,0,0,0,4,0,8,0,73,0,62,0,47,2,1,1,0,10,0,0,0,0,9,5,0,1,10,7,16,0,2,1,0,31,17,0,1,1,0,0,8,0,3,24,6,0,0,0,0,0,0
"180",57,297,551,101,161,358,92,12,37,58,6,53,4,45,100,71,63,18,20,4,83,36,0,366,33,29,216,189,122,80,188,14,128,14,12,28,77,165,84,7,23,4,43,15,2,121,28,0,52,2,15,24,17,36,0,4,5,2,9,16,6,6,18,12,49,0,1,8,11,10,7,21,11,6,3,27,14,7,10,3,0,3,13,2,7,16,4,3,1,0,33,0,4,0,6,13,0,1,5,0,0,0,1,11,1,2,1,2,8,1,3,0,1234,408,12,40,11
"181",66,73,451,308,364,159,188,17,17,46,98,716,154,51,1,84,47,20,5,111,17,4,4,246,32,114,8,41,95,62,0,601,50,18,30,38,44,94,96,114,31,310,1,43,13,1,5,3,37,9,9,32,92,43,2,4,15,45,17,19,2,74,0,7,95,7,3,0,6,0,0,2,59,0,0,1,0,8,1,0,0,12,2,4,3,10,6,0,3,16,0,0,4,0,0,3,0,0,1,8,2,0,1,0,1,0,7,1,2,0,6,3,0,1,0,0,0
"182",77,755,73,39,137,231,284,96,53,230,536,29,159,169,29,78,24,1,525,4,1,187,98,279,36,55,54,21,1,13,0,1358,0,9,673,155,80,0,3,121,10,58,11,2,2,0,49,1,10,32,30,2,5,155,13,19,15,1,19,26,42,46,0,2,53,11,0,0,1,0,1,3,0,1,0,23,23,0,7,21,0,0,0,7,1,2,3,0,1,0,38,0,50,0,8,5,22,1,20,3,7,11,0,8,7,0,46,1,5,46,5,0,0,0,0,0,0
"183",147,72,76,1817,342,369,5,71,709,297,175,36,99,190,247,56,61,3,97,45,56,619,0,73,55,33,230,247,56,63,21,16,37,24,38,30,10,80,19,247,2,3,47,2,7,17,21,2,0,3,16,3,4,33,3,8,16,6,16,2,1,23,1,7,48,5,22,0,0,18,3,1,2,3,0,3,22,1,3,2,6,11,1,6,3,1,2,1,0,9,16,0,3,0,3,5,0,0,4,2,3,4,6,0,3,1,0,0,3,2,0,1,0,0,0,0,0
"184",107,323,736,87,70,191,128,115,54,88,10,110,22,20,56,43,39,81,82,121,31,6,106,15,15,14,632,58,260,6,78,53,248,67,11,11,13,14,22,12,20,16,42,137,16,14,17,0,12,3,13,12,0,7,53,3,18,2,0,23,5,5,12,39,8,80,12,6,6,5,19,158,6,5,23,15,3,4,0,11,20,4,4,4,6,4,11,207,0,4,6,20,0,2,3,13,4,1,38,3,1,2,0,0,1,5,0,0,2,0,0,2,5,2,4,0,0
"185",356,81,24,4,226,239,6,51,549,278,0,3,131,152,0,169,0,6,809,10,105,31,0,6,497,174,1,288,2,13,0,0,13,0,0,173,0,0,12,0,0,4,2,4,0,6,145,0,4,7,57,2,0,29,0,3,31,16,35,0,33,47,2,22,2,0,0,0,5,2,0,104,65,450,0,17,1,33,0,0,11,0,2,8,0,0,0,1,0,0,1,0,16,0,0,0,6,1,0,0,0,1,8,0,0,0,5,0,9,2,0,0,1822,0,0,0,0
"186",7,515,173,705,32,537,218,5,17,4,149,271,17,9,8,4,287,5,0,1,3,6,66,142,9,14,100,17,19,8,7,6,0,6,5,0,10,0,14,2,15,1,9,3,1,1,0,3,5,4,2,11,57,0,5,2,2,4,0,6,6,7,3,0,3,0,9,0,1,0,2,1,33,1,11,8,0,1,3,0,4,6,10,0,0,0,5,3,0,0,42,18,3,1,0,1,0,3,5,4,0,4,1,2,13,2,0,0,1,0,1,0,0,1148,383,94,21
"187",634,218,384,1584,142,0,80,637,0,511,1,16,578,312,1421,0,33,358,264,3,0,22,368,2,0,0,10,1,50,1,7,0,133,69,0,0,0,34,13,0,21,13,0,87,16,81,59,5,0,0,0,0,2,0,0,444,10,1,0,1,8,1,50,0,0,7,0,206,0,0,1,16,20,0,0,0,6,4,26,115,0,11,0,0,7,7,8,4,0,0,0,0,0,9,9,2,2,4,0,0,0,16,3,2,0,0,0,0,0,0,0,5,0,15,13,2,2
"188",929,214,5,150,962,18,4,410,241,3,26,0,50,239,1282,727,0,0,515,15,182,140,0,4,418,102,445,32,5,2,24,0,0,25,0,344,2,0,37,1,5,2,0,2,64,0,0,0,1,0,66,0,0,0,0,0,1,17,0,0,1,112,0,21,0,3,0,1,4,0,0,0,0,0,0,0,0,0,8,3,0,2,0,0,0,0,0,0,9,12,0,2,0,0,3,0,31,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"189",39,275,171,69,9,27,292,14,15,2,112,1063,170,12,0,6,28,14,67,15,22,802,5,31,5,2,208,23,28,30,13,5,13,103,3,1,2,0,6,10,306,33,11,5,41,5,6,0,6,10,21,0,5,10,5,0,12,16,2,0,2,9,4,0,1,4,2,0,3,0,45,2,77,0,4,0,23,0,0,13,0,37,2,0,0,0,3,19,18,0,2,61,12,7,0,3,30,23,123,119,0,3,7,19,11,17,0,5,2,5,0,7,1,14,8,13,22
"190",101,68,306,600,209,364,147,47,97,121,118,114,29,119,278,128,185,56,75,18,119,45,0,441,86,98,5,69,36,166,0,4,224,5,25,34,121,77,2,57,14,13,18,44,0,142,69,0,10,10,16,75,0,31,1,18,29,1,2,22,17,6,4,15,23,2,17,1,8,85,0,28,24,37,0,20,24,6,14,0,55,0,23,9,53,5,2,0,4,1,1,3,2,0,0,15,0,0,0,1,1,5,1,1,0,2,2,4,36,2,4,1,37,1,0,0,0
"191",1073,70,22,86,883,790,0,200,516,144,608,93,197,632,5,169,21,0,437,7,505,37,8,29,45,4,47,42,0,18,34,21,2,573,97,20,9,10,16,0,42,255,5,4,19,0,35,0,67,2,0,0,3,8,2,28,18,0,101,0,29,6,0,66,1,0,2,1,21,0,3,13,2,3,1,8,0,12,25,7,0,19,27,5,0,0,1,0,9,0,3,51,3,9,1,0,3,0,17,8,2,1,0,1,1,27,0,0,0,0,2,1,0,0,0,0,0
"192",1216,2511,6,2,802,126,1,160,223,416,1,106,95,194,11,119,0,0,2,242,94,63,0,6,109,4,16,44,0,1,46,0,0,3,0,163,1,0,0,0,59,52,8,0,0,0,86,47,44,10,0,0,4,0,114,38,17,62,62,0,178,0,60,8,0,0,2,0,0,1,0,0,31,71,0,0,12,112,13,0,51,7,15,8,0,0,0,8,0,0,0,23,0,5,6,16,0,1,0,0,0,8,9,1,1,11,10,0,4,0,2,3,0,0,0,0,0
"193",785,617,411,5,689,326,189,126,180,149,143,28,88,364,335,197,600,1770,34,112,111,24,201,11,48,71,10,19,141,156,8,0,60,2,5,64,60,32,17,9,10,5,63,8,6,173,91,5,6,1,15,78,0,5,32,31,42,13,139,79,23,19,7,3,34,3,7,13,48,5,1,0,3,4,0,1,0,3,21,28,40,2,3,17,45,1,0,1,0,2,8,11,1,7,6,1,2,0,0,1,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"194",399,310,63,365,1005,165,127,497,302,102,106,12,1266,121,380,342,32,5,280,19,228,28,104,348,545,177,21,107,1,22,55,0,17,0,2,126,20,36,19,120,1,0,1,16,0,5,16,1,6,9,137,1,1,0,19,25,1,1,51,0,1,18,10,29,11,2,2,348,2,8,0,0,0,0,0,0,36,1,9,10,0,24,0,39,3,12,2,0,0,9,7,3,32,14,0,2,6,1,19,5,28,0,22,5,2,21,64,0,0,4,0,0,98,7,0,4,6
"195",247,515,462,5,143,177,165,34,101,142,595,63,153,83,200,23,617,1465,186,576,144,125,242,15,58,211,18,109,140,289,1,0,78,4,12,58,58,67,99,33,16,0,65,5,11,126,27,15,6,16,12,103,0,7,26,19,0,26,20,64,3,17,0,4,30,4,10,144,34,3,4,0,26,1,1,6,20,15,2,3,40,6,5,8,40,12,0,0,2,2,5,1,11,10,3,0,0,3,0,6,10,1,17,2,2,12,1,1,1,1,2,2,0,0,1,0,0
"196",1788,10,9,94,31,56,3,334,171,302,2720,1,348,236,0,407,0,19,1009,337,300,35,0,74,404,0,0,0,0,3,8,0,0,70,49,0,16,0,0,1,21,24,3,1,21,0,0,0,0,0,156,0,0,10,0,48,1,34,132,7,1,0,0,111,0,0,0,0,0,0,3,0,0,0,9,0,14,2,0,4,0,4,1,5,0,0,0,0,15,0,0,6,17,5,0,4,13,0,2,0,5,0,1,0,0,1,1,0,0,9,5,0,0,0,0,0,0
"197",1393,445,321,9,246,399,1434,58,24,344,72,243,497,365,2,42,330,17,201,13,117,0,242,6,101,14,46,18,80,17,5,10,66,165,0,2,0,149,2,7,80,128,4,115,9,212,1,0,5,5,33,18,14,9,2,18,39,1,1,19,5,1,5,8,1,65,1,0,1,0,3,24,2,1,2,50,22,52,0,3,5,15,13,11,0,20,8,14,1,0,2,0,8,0,0,3,5,5,9,2,12,9,0,6,1,7,0,0,2,1,0,0,1,6,1,1,0
"198",3987,12,10,44,464,50,0,291,1934,1082,7,0,11,541,131,181,2,0,0,105,1,9,0,0,0,2,7,9,0,0,214,0,0,77,192,4,1,0,29,51,0,61,9,0,28,0,1,0,1,1,0,0,0,3,0,31,1,18,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,1,4,0,15,0,28,4,0,0,0,0,0,0,0,3,6,1,0,20,7,0,12,0,15,0,2,0,0,0,3,0,0,2,13,0,0,0,0,3,0,5,0,0,1
"199",1202,772,187,8,1178,434,56,1049,131,186,33,23,61,427,249,4,243,610,1,161,25,1,82,3,3,54,5,2,40,49,73,0,25,403,2,4,21,7,17,0,16,78,12,3,151,60,111,6,2,1,51,35,0,3,9,163,6,14,0,7,9,50,7,42,4,175,0,7,8,1,332,4,1,0,48,3,15,5,0,0,7,3,15,11,10,1,1,6,6,1,3,3,0,6,72,0,38,13,2,0,0,1,14,1,0,1,1,0,1,1,0,6,0,0,1,0,1
"200",203,252,585,1,518,763,107,295,282,1,56,153,109,344,21,51,330,0,18,80,177,103,174,7,106,76,1,20,162,11,7,1771,116,0,170,62,0,0,0,11,27,16,141,9,189,0,200,86,59,0,12,46,117,25,47,32,35,10,26,0,1,0,0,1,0,0,0,0,0,49,0,5,28,4,0,1,0,6,4,9,3,0,0,17,36,8,0,0,2,0,22,2,4,2,4,8,0,4,0,1,0,1,0,1,3,0,1,4,0,0,3,1,0,0,0,0,0
"201",206,337,292,491,360,181,78,115,248,331,281,53,93,45,744,44,339,866,314,45,175,36,118,27,147,5,29,317,60,101,0,3,48,3,33,18,28,28,0,3,29,2,52,4,2,80,13,7,4,12,61,62,0,61,8,38,30,6,25,44,48,9,0,27,22,1,6,28,24,1,0,2,10,4,0,3,1,0,18,5,17,5,2,7,22,5,1,2,1,44,1,4,14,16,0,0,1,3,0,1,14,1,5,5,8,0,5,1,0,1,3,1,0,0,0,0,0
"202",288,202,829,476,140,791,294,163,70,143,101,321,60,124,136,0,0,0,289,29,169,83,1,391,14,41,53,182,0,8,2,146,44,4,14,75,63,0,3,69,7,10,29,24,0,0,75,12,53,19,22,61,243,0,25,9,34,6,0,156,0,45,40,4,121,0,56,2,52,17,117,8,0,1,0,13,0,11,7,11,0,0,0,2,1,132,18,0,7,0,21,0,4,0,1,48,1,2,2,5,3,6,3,5,3,2,4,2,22,0,6,2,0,0,0,0,0
"203",408,132,597,2,189,670,338,199,274,146,55,102,95,79,19,164,65,467,0,189,67,62,163,195,36,18,309,38,37,32,0,101,192,33,169,46,179,112,52,25,22,50,82,11,0,58,168,4,16,12,21,10,88,93,17,9,79,14,27,19,8,8,43,27,29,0,6,16,32,45,0,24,34,8,8,7,2,6,5,2,3,1,11,3,0,8,3,0,6,15,19,1,11,5,29,31,1,6,2,2,2,4,0,5,13,1,0,13,12,3,9,2,712,0,0,0,0
"204",25,737,256,837,24,54,134,1,13,4,2,0,3,0,40,4,1,4,26,1,2,2,5,0,0,1,1745,0,48,34,0,3,0,23,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,444,0,0,0,25,19,3,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,12,0,10,0,0,827,0,0,0,0,0,0,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205",23,220,1273,5,489,515,256,12,35,24,102,68,110,22,49,24,24,443,16,0,54,28,1,6,23,40,348,18,155,131,0,17,375,15,4,16,380,32,58,30,1,4,47,35,0,0,44,1,11,14,3,0,0,12,0,39,8,0,0,2,18,7,125,0,0,0,0,108,0,15,0,6,4,13,0,26,9,3,7,0,17,0,10,9,0,26,2,0,1,1,32,2,0,4,1,81,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,2774,1,0,0,0
"206",1262,36,10,511,132,75,7,631,344,1053,930,47,502,153,0,648,20,0,0,0,79,49,34,21,3,22,0,21,9,1,19,9,42,20,196,120,0,0,0,40,13,190,62,5,136,11,0,0,0,70,0,14,50,89,1,43,0,5,21,0,39,15,0,39,1,0,2,0,0,0,0,1,23,0,0,0,30,0,0,10,3,9,0,17,1,2,0,0,74,13,3,4,3,0,0,0,0,20,1,0,1,0,8,8,0,0,20,5,2,4,0,0,9,723,3,0,15
"207",3,12,10,0,168,226,2,1,3048,803,0,0,0,0,186,0,0,0,2,45,0,0,17,1,330,419,69,0,0,0,228,0,0,1344,0,0,0,4,8,1,118,529,0,1,237,0,0,1,0,0,176,0,0,0,1,0,0,59,0,0,0,82,0,956,0,0,0,0,0,0,0,0,0,42,14,46,11,5,0,0,0,23,66,0,0,0,0,1,8,0,0,0,14,18,14,2,25,0,7,0,0,0,10,0,0,2,0,0,0,5,0,1,0,0,0,1,1
"208",1627,34,59,18,1341,547,3,704,2038,204,198,0,143,177,41,0,0,0,0,102,2,0,136,0,0,150,194,257,2,2,172,0,0,59,2,356,1,5,1,1,51,123,4,1,13,1,226,0,0,0,89,0,0,0,6,32,18,42,0,0,1,1,1,16,0,0,1,2,0,0,79,0,30,2,11,5,4,4,0,2,3,3,32,20,0,0,0,4,0,0,0,33,0,3,0,0,0,29,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209",1415,67,7,618,643,764,80,266,242,301,197,20,610,658,81,477,38,0,37,17,607,67,0,224,175,55,32,78,24,19,0,0,67,7,194,0,52,0,17,6,81,17,2,0,469,0,9,0,55,123,94,0,1,0,1,18,4,0,41,3,22,1,6,0,0,0,7,17,0,43,0,0,35,22,0,3,0,4,85,0,1,10,3,3,0,0,0,0,0,0,0,66,0,1,6,0,1,0,0,17,2,0,2,3,0,1,16,0,0,1,0,0,0,0,0,0,0
"210",893,16,35,13,1617,597,9,345,122,158,716,7,238,253,16,295,0,10,44,28,24,99,140,24,188,3,17,50,3,349,207,0,0,55,123,94,0,3,205,28,37,38,32,1,177,0,2,0,22,17,32,0,34,0,94,18,32,2,43,3,50,0,1,264,5,2,4,0,0,6,0,0,0,2,0,0,0,9,36,3,2,7,0,9,0,1,1,0,9,14,0,53,12,1,19,0,1,2,0,27,7,1,6,5,0,7,4,3,0,2,0,1,32,0,0,0,0
"211",172,188,807,3,35,179,45,47,0,1,4,2,11,0,2,2,1,104,178,819,1,1,357,0,3,0,9,0,0,0,169,0,0,45,0,0,0,1,1,1,2,47,1,136,0,0,1,0,1,0,11,0,0,0,3117,0,68,145,0,70,0,0,285,1,0,110,0,0,0,0,35,19,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,5,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,27,8,0
"212",1908,11,3,32,94,115,2,119,283,316,368,0,77,131,3600,0,0,2,364,844,1,18,0,2,105,326,7,0,2,0,3,0,2,25,61,0,0,0,0,0,4,0,0,0,2,0,0,349,0,1,36,0,2,4,52,1,11,550,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,6,0,0,0,1,0,16,0,0,0,0,0,0,2,0,0,5,0,0,0,0
"213",258,556,595,9,551,824,384,296,235,58,79,94,314,3,38,30,122,276,220,5,37,14,288,89,29,7,80,128,37,1,1,2,136,8,66,32,110,31,6,24,70,19,63,97,3,101,7,1,0,8,1,68,95,12,0,19,21,5,44,66,25,0,29,6,23,0,11,52,1,0,1,45,26,4,0,18,0,9,0,3,7,18,38,8,6,4,10,13,1,5,43,0,7,5,2,7,3,0,13,0,6,4,1,0,0,0,4,2,5,2,4,0,0,0,0,0,0
"214",317,48,161,0,72,113,286,225,239,241,722,345,336,7,0,170,150,66,257,581,23,81,1,315,366,0,208,300,41,0,0,22,176,124,36,51,0,39,7,27,144,15,51,6,91,36,0,0,0,38,11,11,0,10,0,2,2,84,0,8,0,0,0,20,5,2,6,30,6,0,1,9,0,0,0,2,88,24,24,17,0,13,12,13,12,14,0,3,0,23,4,2,71,19,0,0,8,5,2,7,1,0,7,16,0,0,6,1,1,21,0,1,0,0,0,0,0
"215",1183,25,7,319,1101,43,21,193,198,247,1,1,395,301,159,474,0,6,147,2067,196,161,1,17,6,43,3,0,0,3,1,0,11,28,1,172,16,0,152,7,9,186,0,0,107,0,0,0,155,0,58,0,0,0,0,4,1,29,14,5,3,0,0,28,0,21,1,19,42,0,0,0,85,0,0,1,1,1,0,25,3,2,1,5,0,0,2,0,15,0,0,1,0,7,1,1,0,1,0,0,0,1,3,0,3,0,6,0,1,11,0,0,0,0,0,0,0
"216",134,407,526,47,430,388,331,40,44,66,252,61,99,150,64,76,503,1093,27,127,243,45,281,13,67,34,27,56,97,306,0,0,60,8,27,66,60,24,238,14,14,8,38,18,11,105,76,250,14,0,10,105,1,21,86,15,11,10,22,81,119,54,60,4,36,1,13,43,34,39,0,13,12,12,1,1,3,11,2,5,16,0,4,8,26,6,1,3,0,2,17,3,3,9,5,11,0,2,0,3,3,1,4,0,1,0,1,0,0,2,2,0,0,0,5,0,0
"217",68,46,199,1627,54,33,485,124,155,398,823,78,91,10,514,73,0,0,657,14,210,56,25,26,219,342,5,98,108,592,1,11,0,5,28,44,14,186,83,43,2,19,1,7,0,0,0,0,3,14,18,8,0,2,2,0,2,8,11,7,4,115,5,4,49,1,3,138,4,18,4,2,143,0,0,0,0,7,8,12,0,21,2,41,0,41,1,0,7,11,10,1,37,20,17,0,0,4,0,1,9,0,5,8,21,9,6,3,2,3,8,0,0,0,0,0,0
"218",601,1871,5,3,661,966,8,310,732,202,1,291,176,692,1,232,0,1,1,6,196,223,283,12,192,0,4,460,190,4,3,1,279,37,0,159,0,0,0,0,18,17,59,0,412,0,0,4,30,15,24,0,2,0,5,87,6,2,0,0,11,0,0,14,0,0,0,0,0,0,0,0,1,31,0,23,12,14,59,0,9,4,40,35,0,0,0,0,0,11,5,3,0,0,0,17,9,0,14,0,0,11,5,3,3,3,0,1,14,0,0,0,0,0,0,0,0
"219",493,155,410,5,633,829,211,269,157,151,643,80,95,111,132,82,542,429,177,5,151,80,534,197,104,76,0,98,159,2,0,110,121,15,13,66,248,177,1,57,8,10,95,22,19,79,91,1,31,26,14,22,0,0,1,22,10,5,54,71,15,0,59,7,95,0,116,0,8,0,0,28,19,1,0,10,0,9,8,8,7,3,38,17,4,68,8,4,0,9,43,2,8,0,0,14,0,1,0,1,1,0,2,8,11,0,3,9,5,0,3,0,0,0,1,0,0
"220",181,162,117,132,175,490,354,205,189,186,266,227,78,260,0,138,257,602,141,15,71,189,2,127,275,39,11,551,1,161,0,0,425,5,34,81,166,383,57,14,30,6,5,3,4,0,39,0,30,0,10,3,6,18,0,1,22,3,45,7,3,209,9,11,20,0,20,69,7,0,5,42,14,0,0,0,0,59,18,47,0,13,4,29,12,30,9,0,41,18,1,1,28,13,15,1,0,10,2,2,15,2,2,4,2,4,4,2,0,3,9,1,60,0,0,0,0
