"","Otu000001","Otu000002","Otu000003","Otu000004","Otu000005","Otu000006","Otu000007","Otu000008","Otu000009","Otu000010","Otu000011","Otu000012","Otu000013","Otu000014","Otu000015","Otu000016","Otu000017","Otu000018","Otu000019","Otu000020","Otu000021","Otu000022","Otu000023","Otu000024","Otu000026","Otu000027","Otu000028","Otu000029","Otu000030","Otu000031","Otu000032","Otu000033","Otu000035","Otu000036","Otu000037","Otu000038","Otu000039","Otu000040","Otu000042","Otu000044","Otu000045","Otu000046","Otu000047","Otu000049","Otu000050","Otu000051","Otu000052","Otu000058","Otu000060","Otu000061","Otu000062","Otu000063","Otu000064","Otu000065","Otu000066","Otu000068","Otu000070","Otu000074","Otu000075","Otu000077","Otu000080","Otu000081","Otu000082","Otu000084","Otu000086","Otu000087","Otu000088","Otu000092","Otu000094","Otu000095","Otu000097","Otu000098","Otu000102","Otu000103","Otu000107","Otu000112","Otu000113","Otu000114","Otu000115","Otu000117","Otu000118","Otu000119","Otu000122","Otu000125","Otu000126","Otu000132","Otu000133","Otu000138","Otu000140","Otu000142","Otu000143","Otu000145","Otu000146","Otu000150","Otu000152","Otu000160","Otu000162","Otu000164","Otu000166","Otu000168","Otu000176","Otu000177","Otu000179","Otu000181","Otu000190","Otu000203","Otu000216","Otu000218","Otu000235","Otu000238","Otu000250","Otu000322","Otu000057","Otu000105","Otu000264","Otu000281","Otu000310"
"465",211,108,304,65,1140,386,745,181,334,158,0,82,120,267,4,113,236,184,123,4,37,138,276,126,83,54,4,83,0,17,0,43,43,7,16,34,69,0,54,20,18,2,18,34,62,0,30,11,20,19,9,31,0,24,45,9,18,2,25,23,4,18,12,15,57,3,56,15,14,29,1,4,36,7,0,4,0,6,12,2,19,0,7,21,0,46,5,0,0,28,63,1,1,6,0,1,0,1,0,0,2,1,0,6,1,0,17,2,1,0,1,0,0,1,0,0,0
"466",642,100,289,758,16,191,234,0,112,0,1067,754,303,127,441,398,133,0,300,17,1,0,867,182,1,37,2,6,49,17,0,65,52,52,1,0,33,0,3,0,43,3,5,17,10,0,0,0,0,0,4,15,1,0,0,0,8,4,1,47,1,6,0,0,1,0,7,0,14,0,0,49,0,0,5,7,21,16,5,101,0,6,3,17,8,0,36,1,26,0,0,0,21,29,13,0,3,4,13,38,11,3,5,9,0,1,0,10,5,1,1,0,0,0,0,0,0
"467",1142,26,123,18,547,216,0,1251,1225,519,0,46,480,708,267,0,6,0,463,44,54,87,66,10,126,86,4,75,48,26,83,26,22,24,134,134,174,6,58,78,17,21,61,14,1,6,13,3,0,16,85,3,0,20,2,24,26,3,22,0,0,135,11,88,2,1,5,0,1,0,7,0,0,0,3,2,0,0,0,9,32,8,13,11,0,4,5,0,1,2,0,3,11,9,0,2,11,0,0,3,7,2,4,2,4,4,5,2,1,0,4,4,0,0,0,0,0
"468",28,210,379,970,26,238,505,123,55,177,37,348,54,38,1,20,431,17,107,3,114,16,492,212,13,2,252,121,40,0,1,13,38,1,6,5,5,100,0,15,10,3,6,22,1,212,4,0,0,0,16,131,6,52,7,0,0,0,0,149,0,0,2,18,15,0,4,47,9,118,24,11,22,4,1,4,16,3,9,23,1,3,16,1,40,0,2,5,8,64,33,1,7,8,0,1,0,0,6,1,8,0,7,6,6,0,8,16,0,2,5,0,0,0,0,0,0
"469",70,38,45,3,37,115,322,147,37,164,167,215,14,101,136,11,53,39,226,20,52,13,1,90,122,64,4,58,50,501,1,32,85,14,0,32,4,338,9,2,143,20,1,20,1,29,27,1,12,13,2,38,256,2,1,11,5,1,0,2,0,61,0,2,26,0,8,2,0,42,1,12,10,0,0,0,0,30,9,23,0,1,2,0,25,18,9,1,18,0,0,1,7,1,0,1,0,5,0,6,0,1,0,4,0,0,0,3,2,0,3,0,5,0,0,0,0
"470",176,526,1614,169,171,266,331,296,143,61,0,270,34,61,67,32,2,0,0,5,7,156,651,21,75,3,1,212,0,5,0,4,18,2,12,26,4,0,3,16,2,7,207,20,0,0,8,1,18,10,18,175,0,0,0,96,41,0,13,0,29,0,37,1,0,0,0,2,11,0,0,22,12,6,1,14,11,3,3,6,18,1,3,3,0,43,22,1,0,0,0,0,2,1,0,9,1,0,0,2,0,11,0,3,0,0,0,6,15,0,1,0,0,0,0,0,0
"471",30,1509,681,980,76,87,657,239,20,91,58,396,89,58,9,44,117,0,174,14,47,35,0,406,25,48,23,105,0,3,0,0,40,1,34,11,0,0,2,48,4,15,17,33,0,0,37,2,10,33,19,40,49,0,0,31,13,0,0,64,0,1,0,10,39,0,9,15,1,4,0,16,7,11,10,3,0,0,2,1,7,3,3,2,0,0,6,5,2,4,30,0,6,18,7,6,0,3,1,6,11,2,0,25,2,6,0,23,5,2,7,3,0,1,0,0,0
"472",316,125,813,643,24,227,748,56,195,66,61,245,125,12,0,130,307,83,0,16,77,40,689,460,70,4,0,61,41,4,0,127,19,17,19,105,29,454,0,252,0,2,78,35,34,65,4,0,17,5,23,48,0,124,2,3,20,1,35,174,22,0,93,19,18,0,8,0,9,27,4,7,18,5,0,27,7,0,8,3,3,7,13,8,27,40,5,2,0,27,188,0,11,19,0,7,12,4,3,0,22,10,0,11,16,0,0,8,10,11,4,1,0,0,0,0,0
"473",358,242,121,1857,20,379,17,0,56,459,1253,141,414,35,2,183,137,73,147,449,30,35,637,53,99,1,137,127,42,0,1,156,75,4,68,145,20,144,0,2,306,35,0,33,28,155,16,0,69,97,16,50,0,70,0,15,2,5,52,2,7,4,13,0,9,1,0,17,0,2,3,50,8,9,0,11,23,8,0,16,12,1,3,3,19,4,2,7,8,16,3,4,4,15,2,0,2,1,0,0,1,0,5,2,0,1,3,1,5,1,1,2,0,0,0,0,0
"474",319,116,344,495,350,71,273,64,113,129,162,894,187,21,86,53,0,0,312,8,403,16,266,111,43,177,7,93,0,29,0,166,181,0,1,53,6,765,14,140,6,6,52,0,1,0,18,0,29,33,26,25,12,64,0,10,17,3,8,10,18,7,155,13,84,2,45,7,5,3,4,30,29,3,0,4,0,0,2,1,2,6,1,3,0,0,1,0,0,6,21,1,34,10,3,11,0,3,1,1,6,1,0,3,2,7,6,1,11,10,0,5,0,0,0,0,0
"475",522,150,47,72,90,316,368,516,126,180,893,468,74,497,86,734,66,0,122,835,80,401,235,112,175,0,60,59,0,8,156,0,0,5,0,29,40,0,38,5,14,4,2,2,0,0,45,0,7,10,0,13,0,47,0,21,13,5,0,0,26,0,2,10,0,263,4,16,60,0,2,35,20,40,26,0,29,2,23,0,0,2,38,15,0,0,2,3,2,21,2,6,27,1,22,0,0,0,3,1,4,1,4,3,0,0,9,0,1,3,0,1,0,0,0,0,0
"476",490,271,637,85,456,287,231,421,179,194,318,210,132,150,0,142,272,117,8,118,197,175,100,44,76,52,9,211,210,7,0,408,75,29,59,48,126,211,0,4,7,8,45,47,1,136,119,3,9,0,22,117,2,21,5,30,17,5,17,18,27,0,1,1,84,0,49,2,20,0,0,38,0,23,6,7,0,0,19,1,18,1,1,9,0,43,5,2,0,17,37,1,5,0,0,2,0,1,1,0,2,1,2,0,2,0,0,1,4,2,9,3,0,0,0,0,0
"477",1572,4047,1332,5,476,1,241,235,11,1,152,0,85,0,0,2,1,1,0,10,23,37,0,7,0,0,70,202,1,0,49,0,1,0,1,0,0,0,19,0,17,0,6,124,11,0,0,0,0,0,34,0,7,0,5,0,19,0,0,0,0,2,1,0,0,5,0,0,0,0,31,0,0,0,9,0,0,0,0,1,0,3,0,0,102,0,21,0,0,0,0,1,0,3,0,11,3,6,0,0,1,10,1,0,0,6,0,6,0,0,0,0,0,0,0,0,0
"478",2396,56,87,0,484,740,93,1177,150,755,135,71,296,405,64,60,49,0,104,8,352,41,53,16,57,2,2,119,1,8,6,56,24,96,203,118,9,0,1,373,23,10,32,3,229,0,2,1,10,25,42,0,0,0,1,18,53,2,91,15,10,1,0,8,0,3,0,0,0,0,2,2,0,0,6,0,13,1,3,10,2,9,0,0,0,4,17,1,0,0,2,1,7,6,0,4,7,4,8,0,2,8,2,0,1,2,0,0,1,7,7,0,0,0,0,0,0
"479",77,47,81,0,102,336,20,10,83,125,187,16,31,139,197,241,10,1,87,6,40,21,0,438,151,110,19,69,10,112,0,0,16,3,0,60,20,0,18,23,2,0,5,9,0,0,108,10,8,76,76,8,20,56,3,1,11,1,1,12,7,13,0,35,72,0,8,1,12,23,1,4,12,4,0,1,1,6,34,2,0,0,1,6,0,24,0,0,0,21,14,1,10,1,0,1,0,0,2,0,0,0,1,0,1,0,12,6,2,7,0,0,62,0,0,0,0
"480",556,46,43,0,515,558,65,99,376,473,412,42,290,325,172,205,58,0,199,85,262,784,0,68,172,323,8,62,2,170,0,138,0,94,295,167,25,45,72,132,2,3,13,9,0,17,19,1,12,24,37,4,3,56,0,69,5,25,25,4,0,33,0,25,7,0,2,74,0,332,3,1,38,0,2,0,71,1,15,1,0,10,10,38,0,4,0,0,0,59,1,6,42,8,2,0,0,1,1,2,13,0,7,0,0,1,0,1,1,17,0,1,0,0,0,7,0
"481",36,31,55,0,34,212,20,205,313,541,57,89,70,274,4,247,22,5,581,5,80,141,0,590,16,1,4,539,0,2,0,16,7,3,41,10,13,3,0,4,292,0,3,5,8,1,24,0,14,18,6,67,10,386,0,8,2,0,13,1,5,4,0,29,28,0,3,0,0,9,1,8,44,0,0,0,0,26,19,4,0,27,0,8,1,11,1,0,31,15,8,0,29,0,0,1,1,1,2,0,1,0,4,2,6,0,3,0,0,28,1,0,0,0,0,0,0
"482",128,315,702,805,1092,442,1030,263,290,143,55,658,29,39,434,22,373,20,0,3,32,71,0,136,35,2,1,1,79,1,1,111,88,6,86,10,0,0,5,299,0,2,9,25,0,0,24,0,5,7,12,115,0,19,12,0,9,0,4,50,3,7,50,9,61,0,1,57,0,21,2,39,28,17,0,2,13,0,6,0,61,4,5,6,0,14,7,2,0,12,32,1,2,13,0,22,0,0,0,0,15,1,1,7,3,0,1,3,5,3,3,0,0,0,0,0,0
"483",1577,24,11,68,107,810,4,282,254,1128,1,0,119,791,180,88,0,3,73,513,243,0,1,2,960,4,35,0,8,0,16,0,7,71,500,0,0,0,0,0,67,37,0,2,0,1,0,5,94,127,56,0,0,90,1,19,38,80,163,5,31,6,0,75,3,0,0,6,0,0,0,0,0,54,0,6,0,0,20,6,0,1,3,0,1,0,0,1,3,0,1,15,13,15,0,5,5,0,3,0,7,0,25,0,0,3,2,0,2,0,2,0,0,0,0,0,0
"484",279,338,101,485,724,718,197,394,117,512,440,18,113,297,2,358,158,142,270,504,428,207,73,92,85,11,29,23,0,5,15,0,141,2,125,20,65,85,167,5,25,6,1,0,0,0,251,1,186,119,38,29,0,89,1,33,68,8,85,48,16,0,0,6,62,15,8,33,10,53,3,18,60,13,1,15,1,40,9,15,7,5,9,10,0,5,5,2,0,6,5,0,11,4,5,1,2,2,0,0,14,1,4,0,0,5,9,0,12,5,3,3,1,0,0,0,0
"485",350,16,34,219,322,231,25,298,396,561,765,8,144,200,3,160,8,37,213,87,68,576,1,60,112,37,1,153,21,49,0,12,2,6,346,121,6,10,27,329,15,1,7,1,0,11,18,2,1,55,55,1,15,45,3,1,11,19,38,25,3,21,0,10,4,7,4,0,0,1,1,1,121,1,1,1,0,0,4,0,2,3,1,7,1,2,0,0,2,26,8,4,24,0,2,3,0,1,1,6,83,0,3,1,0,0,1,0,0,10,1,0,0,0,0,0,0
"486",387,57,403,1488,1179,438,117,171,415,371,2,140,359,254,2,149,26,0,2,35,153,102,343,98,214,38,70,293,169,79,3,10,93,23,92,1,35,1,1,13,19,3,20,0,0,0,39,15,21,56,63,0,1,46,0,16,29,8,66,1,68,0,0,10,175,9,3,0,70,13,2,0,24,9,1,6,34,73,20,5,3,10,7,15,1,0,5,3,9,7,11,0,7,10,9,6,14,3,3,13,42,16,7,1,10,1,3,10,0,0,0,4,1,0,0,0,0
"487",1680,452,24,1230,2149,0,1,351,93,855,1,16,209,34,1,0,0,0,3,64,0,69,331,10,0,0,0,0,0,0,72,43,7,353,55,0,0,0,0,8,77,42,8,21,54,0,0,0,0,0,0,1,0,0,1,0,22,13,0,0,0,0,0,0,0,128,0,0,0,0,36,0,1,1,2,0,0,0,0,565,0,5,0,0,0,0,1,41,78,0,0,4,0,12,6,0,52,0,18,1,1,1,18,0,0,3,0,1,0,0,3,4,0,0,0,0,0
"488",985,309,114,34,136,103,119,251,425,470,693,20,155,184,178,263,45,4,3,202,189,276,143,127,228,249,105,62,29,11,861,61,33,67,16,1,0,4,25,34,116,123,14,22,5,9,0,0,272,282,35,0,0,23,2,11,36,3,10,3,11,3,0,125,5,2,0,17,12,0,1,1,2,7,333,2,68,0,16,1,0,21,8,27,2,0,15,0,27,0,0,3,12,21,22,11,6,4,28,0,87,11,15,1,1,1,19,0,4,7,2,2,0,0,0,2,0
"489",17,158,209,215,38,42,375,19,20,67,0,376,91,4,167,40,197,0,196,764,48,7,261,863,40,6,5,107,52,472,3,80,191,1,4,0,49,99,96,41,167,0,33,101,1,0,3,0,15,113,13,21,0,58,1,0,0,1,0,4,28,2,1,5,47,2,1,224,0,0,3,19,7,0,0,1,0,67,2,15,0,32,2,1,229,18,0,19,18,6,11,2,10,0,0,0,0,3,13,3,1,5,0,17,52,13,1,8,2,5,0,2,0,0,0,0,0
"490",221,22,67,323,214,71,146,444,19,117,482,28,33,87,28,130,2,197,189,3,33,46,0,510,25,130,18,92,8,55,0,90,14,11,49,13,0,46,13,80,2,4,23,23,4,6,32,0,4,24,11,3,5,61,1,4,20,4,3,163,0,9,1,14,20,8,5,0,7,37,0,5,16,6,0,5,0,4,1,2,8,0,0,2,4,11,1,0,8,5,9,0,2,0,0,5,2,0,0,0,0,0,2,0,0,3,5,2,2,4,0,0,15,2,0,0,0
