f__Bacteroidaceae,f__Ruminococcaceae,f__Lachnospiraceae,f__Enterobacteriaceae,f__Pasteurellaceae
4.911187585612284,4.136505825206359,4.515848871049108,2.4120038566173423,1.966254309412651
3.976068056899385,3.2053853305809605,3.778239544492184,1.064209514599267,2.0711586420265653
5.429452851278594,4.236689057724756,5.215421935226349,2.207278595142014,1.925922876412566
4.827773127972394,3.7019801355134683,4.0497454658783925,2.271716472781895,2.1788124536478453
4.8907835902413455,3.5176761510649146,4.463456228474852,2.9187189550092296,2.62831884097228
5.103124901705578,4.042651198058856,5.216142376188051,1.7171055308532048,1.841817065112594
5.093808793424149,4.1329198495601505,4.835979958599854,0.8171788960219226,1.234083674229175
5.112970399259436,4.264243209510091,4.622068641401833,1.3740574725189398,2.1400219177335065
4.912245703158143,3.997888422356086,4.7267363999884955,0.9423248369937866,2.3273760522441496
4.181195302432384,3.1371625367200284,3.9968322051362617,2.197145953290882,1.7924514228176924
5.232470820313103,3.92089949382614,4.630430648873266,3.1554063592707617,1.755982906888216
4.7092385759191595,3.5872909770496433,4.972724336245199,2.941868810067903,2.3175138669837736
5.808334351793205,5.163251484190724,5.266982924139187,3.09371726954846,3.004843324317275
5.402680671087759,4.449996724952419,4.862145736714133,1.5602452378537814,3.203362703542903
4.229571558823811,3.519530275906504,3.953399373161489,2.0578168592378185,1.4779806895869239
5.488849970126483,4.470928747495715,5.579356689147404,2.24538260517702,2.6446352558082458
5.320057754271433,3.7716734033375547,5.3197768636641785,3.5809461420656064,2.7856586891290362
5.434831979159513,4.129997124018097,5.017406955739774,1.537346723488868,2.447950379473598
5.553206489754059,4.058927358311711,5.5199519259611485,3.3414660972448775,2.6907709704696994
5.030665247990309,4.282648183990618,4.834035197832785,2.4437853523433626,2.290020502046573
4.581616484021229,3.5687298214181715,4.366404613761625,3.09326772138092,1.5764074892122026
4.66126709724427,3.955011994511722,4.400885496344794,3.6516111113682084,3.674202160652627
3.626550547385933,3.1791248208126848,3.7166576715380506,0.0,1.5245979709829733
3.212275639470669,2.9490799697761902,3.466013991516036,3.3055071423605793,2.370559283005651
5.647351153408662,4.108752575003033,5.683244539983844,2.008908860208743,2.152533997186013
6.404821933806025,5.992023147079755,6.193710861560282,3.650341619350054,3.972227600815729
2.773047703824327,1.3570572098134543,2.534082690540922,2.011269107425426,1.349106615198178
5.379991036596616,4.576768293144417,5.367442726881517,1.2147178023344274,1.5460961978604846
4.971130244160603,3.5942020419898646,4.627855268485878,2.994399071195017,2.3354208968350094
5.2342356202041005,4.2253066415878076,4.717624322937819,1.0895718613625636,2.3676180531441977
4.378808567821112,3.6867798891109422,3.7884592785336317,3.3015557965668645,3.8977331715461285
4.8744121561604015,4.536809380621046,4.904812468561811,2.078183073384734,2.6559128026001884
4.372442436136527,2.9010884163306008,3.597190863073661,3.0143248493128048,1.1874663928331253
4.548881351065821,3.3543398669850277,3.7289473142775686,1.1772628097553952,0.2905142967537985
5.532968877829122,4.376102431426504,4.925261520882335,3.3766750476990888,1.798232528752419
1.6471170567468376,0.858219911701508,1.4411337865681348,3.2109417332991623,2.4467302227596384
4.69457192300801,3.5256593634088937,4.234336442636431,0.9048698444147546,1.7160361673848343
5.112752768943565,4.200879408039392,4.649102841907461,1.8326382031944222,2.3175138669837736
5.6956465970170145,5.546215376473312,6.133365140571859,4.298242631761516,4.40781845731757
5.963638222619554,4.6796571172781745,5.3027900338781,2.85708741452793,3.949785961373401
5.255802306611586,4.362712249217703,4.669229776347476,3.010271574014776,3.2814156193047204
4.434606506836815,3.5791907560567036,4.048129241238544,3.6049080697318736,3.6400495938650126
4.901245135005886,3.7479575207291695,3.8796658724535185,1.8646633341865932,0.0
4.09301048785209,3.1599117509865446,3.087105717967381,3.698878028015707,2.4110385810752657
4.669748822278702,3.454203362218837,3.882544066448119,1.3366024799399079,0.0
3.9336965251389837,3.6504126541630852,3.6065076080057077,2.7619424601036133,1.3319971565395439
5.155337971108834,4.012214175106087,4.675481728643711,3.372350501803935,2.566080830768719
4.3754903061484764,2.9561313517378034,3.837795279637254,1.7639442320164593,2.7958751631131578
5.696920863909947,3.8979433272131723,5.072608792311791,3.784824812937278,1.535484908673732
5.688773943736581,4.412158486124129,5.214989240677859,0.9423248369937866,1.3655449391493821
4.743542037957358,3.526571999415653,4.33470169806599,3.3161940986486824,2.45279579222855
4.648242504669552,3.1371625367200284,4.147084345835599,1.2951979065754602,1.2114228293100953
5.4245445588056675,4.375896062766423,5.034791918517782,3.157703747965433,3.0662589577706103
0.8576176734373475,3.145988812666435,4.774598187302289,1.8780998560307758,2.5751728041090023
1.108067483216724,0.0,0.6371455795627705,3.207032563843955,0.2905142967537985
4.8114223486721786,3.5086119537046354,4.182377661156048,2.9233669096086814,1.8313384309468046
3.746988642409507,2.0806030996994878,3.668881382494518,1.1358582363909475,1.954557079472924
4.857404599330617,4.111628270861278,4.675481728643711,1.9894984961938458,1.5665453039518265
5.235908223245206,4.2572870583189575,5.424450324112348,2.6993851632968298,2.3385960903182146
3.0481700718549356,1.5960648232131316,2.344787392073903,0.9423248369937866,1.2955286406100677
5.281944967198225,4.155599258788184,4.951868023583315,2.915196553354331,2.998340113394566
3.197960868950308,2.825942584816364,3.248976258254112,0.5447859306812818,1.234083674229175
4.575884541953802,4.177096913760017,4.110957401489027,1.2321864551124795,0.2905142967537985
6.045154155681202,5.571593719344069,6.0127579839741845,3.4586829849458693,2.300542984466337
2.711016373294877,2.667134852871913,2.9819329716366734,0.6324768790741135,1.234083674229175
5.101422919994383,3.926602513176272,3.0460817085816108,3.738402957602108,3.328383874016847
4.786517756251811,3.9011518954980717,4.285971928158382,1.3494882238659431,1.0750306423955835
5.700629192946329,3.1426133113629184,5.705992022310957,1.196436367508068,1.1350075738772376
